ext_id,price,processed_ontology,size,special_price
14488,2640,skirt,XS,1584
15319,2340,tops,S,1638
15182,1790,accessories,,1074
15811,2490,cushions,,
14546,1840,bed_linen,,
14773,1140,serveware,,
15127,2590,,,1295
15871,3940,dresses,XS,
14407,1690,tops,XXL,1014
13904,1840,pants,S,920
13594,2490,tops,XL,1245
12914,2940,dresses,"M,XXL",1470
16201,1990,tops,L,1194
13670,2740,pants,L,1370
13761,1740,,XL,870
10157,1690,pants,XS,590
17177,1290,accessories,,
16547,1490,accessories,,
16714,2490,dresses,M,
4228,1740,cushions,,
17571,690,skirts__bottoms,,
14614,11990,bed_linen,,8393
12578,2740,heels,41,1918
12379,2590,bed_linen,,1813
15028,1740,tops,XXL,870
16405,2440,pants,S,1708
13265,2240,pants,M,1120
14819,2590,heels,38,1813
16542,2640,tops,"M,S",1320
13929,3290,bags,,
15864,2470,pants,S,
13007,2440,heels,38,1708
13419,2240,pants,XXL,1120
16281,1940,dresses,M,970
16364,1890,serveware,,1512
15878,2630,dresses,XS,1315
12014,790,drinkware,,593
15129,1550,shoes,41,1085
15999,1940,accessories,,970
17422,2240,bags,,1344
12920,1790,,"XS,XL",895
13478,1680,,XXL,
10586,1660,organisation__storage,,
15056,2490,dresses,XXL,1245
14692,1470,bed_linen,,
17655,1890,brogues,"37,38",1134
17604,2290,heels,"36,37,38,39,40,41",
14333,1390,drinkware,,973
16367,1740,serveware,,1392
13035,6170,dining__entertaining,,
17134,1890,tops,,
16002,1690,accessories,,845
17556,3390,tops,,
17050,2140,tops,,1070
18099,1940,new_arrivals,,
17376,2240,dresses,,1792
13911,2240,dresses,,1120
12944,1890,tops,,945
17438,1390,accessories,,1112
17458,2390,tops,,1195
16772,3840,bags,,1920
15617,2990,dresses,,1495
14442,2890,brogues,,1734
12399,1790,jewelry,,
15183,1990,accessories,,995
15906,1990,shorts,,995
16371,1940,serveware,,
17009,2940,dresses,,2352
17238,1890,tops,,
17002,2640,tops,,2112
15795,1790,drinkware,,
17348,1940,dresses,,970
18600,2290,dresses,,
19471,1790,tops,,
17627,1890,shoes,,
12905,1190,table_linen,,
18120,2940,tops,,
13286,1890,nightwear,,1134
8421,8910,tableware,,
17186,2490,bags,,1992
17465,2490,pants,,1992
16535,2840,dresses,,1420
19659,990,new_arrivals,,
9020,3570,cushions,,534
16794,2390,dresses,,1195
15246,2990,heels,,1495
14896,3480,skirt,,1740
15535,1910,flats,,955
14215,2790,heels,,1395
17977,4290,dresses,,
16274,1890,tops,,1323
16932,2840,bags,,
18033,1390,serveware,,
14473,1990,accessories,,
15996,1390,accessories,,
17693,4990,new_arrivals,,
13524,690,cushions,,483
16773,3990,bags,,
13373,1590,serveware,,1113
16601,1840,dresses,,1288
14530,890,serveware,,
15063,2390,dresses,,1195
14712,4220,bed_linen,,
10785,2990,women_swimwear,,
11775,2630,women_swimwear,,
8411,8910,tableware,,
11749,2990,women_swimwear,,
10830,4740,women_swimwear,,
14472,1990,accessories,,995
4306,1640,bed_linen,,
15514,3850,women_swimwear,,
12494,500,,,
13992,2240,jewelry,,1120
4232,1580,cushions,,
10811,4480,women_swimwear,,
9021,4200,organisation__storage,,2940
15362,3990,women_swimwear,,
15527,2900,dresses,,1450
15575,2580,pants,,1290
15186,1190,accessories,,595
14154,1890,tops,,945
11761,2900,women_swimwear,,
15582,1940,tops,,970
15720,2630,dresses,,1315
14988,2630,tops,,1315
15070,2900,pants,,1450
15092,2370,tops,,1185
14093,790,home_decor,,
15106,1680,tops,,
14683,3480,bed_linen,,
15500,2290,pants,,1145
14538,3990,wedge,,1995
15836,3290,tops,,
15191,2140,accessories,,1070
15297,3790,bags,,
15315,1190,home_decor,,833
15796,1890,tops,,945
16056,1990,flats,,995
16144,1890,tops,,945
15528,1890,sandals,,945
16217,1940,tops,,1552
16231,1940,tops,,970
16484,1740,accessories,,
16426,2790,tops,,1674
16672,2790,tops,,1395
16494,8740,organisation__storage,,
16700,2440,dresses,,1220
16610,1690,dresses,,1183
16749,1990,flats,,995
16284,1640,serveware,,1312
16894,2490,dresses,,1992
16285,1440,serveware,,1152
16836,1890,shoes,,945
17190,2990,lighting,,
17192,3990,lighting,,
16778,2240,home_decor,,
16942,2190,serveware,,1752
16440,2940,tops,,1764
17197,1490,table_linen,,
17120,2490,dresses,,1992
17167,1790,accessories,,
17324,1690,serveware,,
17486,4490,women_swimwear,,
17542,4690,women_swimwear,,
17441,1490,table_linen,,
17267,2140,tops,,1498
17416,1490,barware,,
17199,1290,table_linen,,
17200,990,table_linen,,
17781,1890,tops,,1323
17788,2290,skirt,,1374
17195,990,cushions,,
17194,990,cushions,,
17590,1940,accessories,,
17811,2890,bags,,
17812,2990,bags,,
17810,2490,bags,,1743
17795,1940,dresses,,
17900,2990,dresses,,1794
18006,1940,organisation__storage,,
18148,2140,skirt,,1498
17757,3290,dresses,,1645
17814,1140,drinkware,,
17986,1990,accessories,,
18127,2890,dresses,,
18155,2640,dresses,,1848
18180,740,home_decor,,
17715,8990,skirt,,
17743,3290,dresses,,1645
17817,1190,linens,,
17879,2190,tops,,1533
18001,1740,organisation__storage,,
18027,2790,heels,,1953
18082,2240,heels,,1568
18169,2440,tops,,1708
18031,890,candles,,
18296,3790,new_arrivals,,
18089,2440,heels,,
18244,1940,tops,,
18237,2890,bags,,
18061,2690,heels,,
18480,3490,dresses,,
18554,1790,new_arrivals,,
18674,2890,bags,,
18513,1990,accessories,,
18343,2940,wedge,,
18847,2590,tops,,
18910,2640,heels,,
18840,2390,tops,,
18705,1490,accessories,,
18529,2490,dresses,,
18730,1990,bags,,
18510,1390,accessories,,
18714,1890,serveware,,
18550,2140,skirt,,
18815,2490,bags,,
19053,1190,table_linen,,
18642,2290,nightwear,,
18913,1990,accessories,,
19051,1190,table_linen,,
19105,1940,new_arrivals,,
19020,2690,heels,,
19034,2690,heels,,
19117,1740,new_arrivals,,
19248,2390,skirt,,
19234,2490,dresses,,
19035,1890,bed_linen,,
19306,2940,pants,,
19450,2290,dresses,,
19499,2440,dresses,,
19281,1890,accessories,,
19278,1890,accessories,,
19657,790,new_arrivals,,
19655,990,new_arrivals,,
19277,1290,accessories,,
19546,1690,accessories,,
19548,1290,accessories,,
19658,790,new_arrivals,,
19570,3890,organisation__storage,,
19622,2740,wedge,,
19818,2390,dresses,,
19825,2290,tops,,
15188,2190,accessories,,1095
15150,1910,flats,,955
15187,990,accessories,,495
18357,2690,dresses,,
18682,1690,pants,,
19292,2840,tops,,
19429,2290,pants,,
15843,3190,pants,,
16628,1790,dresses,,1253
16756,1990,shoes,,995
16843,1890,shoes,,945
17127,1790,tops,,1432
17819,1890,accessories,,
18711,990,serveware,,
18437,2490,heels,,
15225,2900,pants,,1450
15966,1990,dresses,,995
16193,1790,skirt,,895
15232,3740,heels,,1870
16996,2840,skirt,,1704
17521,4490,women_swimwear,,
18204,1940,pants,,
18013,1940,flats,,
19148,2190,dresses,,
18722,2690,heels,,
19506,1940,tops,,
19739,2390,dresses,,
19544,1890,accessories,,
19846,1890,tops,,
17411,2390,dresses,,1912
18929,2490,tops,,
19436,1890,tops,,
15180,1690,accessories,,1183
17942,3290,tops,,
17816,1690,serveware,,
15185,1190,accessories,,595
17415,2940,drinkware,,
18179,1890,accessories,,
19176,2490,skirt,,
19942,2790,tops,,
19748,1490,accessories,,
19771,1690,new_arrivals,,
19697,1790,tops,,
19767,1690,new_arrivals,,
19862,2590,heels,,
19963,1940,tops,,
19991,2190,skirt,,
19690,2990,dresses,,
19718,2240,tops,,
19756,2640,heels,,
20020,2690,pants,,
20055,2290,tops,,
20207,2640,heels,,
19683,2490,pants,,
20129,2290,tops,,
13943,3790,dresses,XXL,2274
15120,2430,flats,39,1458
16079,1790,shoes,39,
14394,2690,dresses,XL,1883
14208,2890,heels,39,2023
15729,2990,skirt,S,2093
13145,6390,dining__entertaining,,
11105,1690,pants,XS,1183
11995,2390,serveware,,1673
10394,2830,flats,40,1415
13298,1690,tops,XL,
15260,1860,flats,"36,37,38,39,40,41",1302
2088,990,leggings,"S,M,L,XL",420
15316,9990,bed_linen,,6993
15113,1680,tops,XXL,
15736,1990,tops,XXL,995
13043,1740,flats,38,870
15820,1190,linens,,833
17988,1990,accessories,,
17156,890,cushions,,
17158,2490,serveware,,
17364,3390,new_arrivals,,
16376,2490,cushions,,
14994,3580,heels,41,1790
18281,1490,new_arrivals,,
17823,2940,bags,,
16333,2340,dresses,XS,1170
14763,1890,serveware,,1323
16372,2640,bags,,1584
13492,2390,pants,XXL,1195
17176,1990,accessories,,995
16878,2290,flats,37,1145
8665,500,,,
17183,1190,accessories,,714
17431,2290,brogues,"38,39",1374
17597,2840,wedge,"37,38,39,40,41",1704
17587,2490,heels,"36,37,38,39,40,41",1494
17294,1790,flats,"36,37,38,39,41",1074
17280,1790,,"37,38,39",1074
16514,1790,tops,,895
18279,2890,dresses,,
14345,1640,accessories,,820
14930,2440,dresses,,1220
17224,1690,tops,,1352
15631,2680,tops,,1340
10631,5930,bed_linen,,
15988,2530,dresses,,1265
15949,1990,accessories,,
16224,2840,pants,,
16990,2890,dresses,,2312
16651,2140,dresses,,1070
14903,2340,dresses,,1170
16209,1940,accessories,,1552
15691,1190,organisation__storage,,
16546,1690,accessories,,845
16565,1990,dresses,,
16882,2190,accessories,,
17193,3240,lighting,,
15181,1590,accessories,,795
14545,6990,bed_linen,,
17362,1790,tops,,1432
18621,2190,tops,,
18607,2190,dresses,,
18635,2390,pants,,
3468,300,serveware,,
16933,2840,bags,,1420
13431,3940,dresses,,
16260,2440,pants,,1220
16365,1690,serveware,,1352
16887,2240,accessories,,1120
17323,1690,serveware,,
16735,2290,dresses,,1145
16003,1390,accessories,,695
17589,1190,accessories,,833
15215,1940,pants,,970
15192,2340,accessories,,1638
19656,990,new_arrivals,,
18258,2890,dresses,,
17935,4290,dresses,,
8377,1500,drinkware,,
17443,1290,serveware,,
16774,3990,bags,,1995
16028,1690,flats,,845
16362,890,table_linen,,
16200,2290,pants,,1145
15690,1190,organisation__storage,,
13754,1790,tops,,895
14694,1890,bed_linen,,
14710,5170,bed_linen,,
4321,1220,cushions,,
10761,3990,women_swimwear,,
11755,2990,women_swimwear,,
10842,3420,women_swimwear,,
4231,2010,cushions,,
9369,570,organisation__storage,,399
8415,8910,tableware,,
11649,5490,women_swimwear,,
11655,5810,women_swimwear,,
14082,16580,lighting,,
11830,3370,women_swimwear,,
11741,2790,tops,,1395
12449,4480,women_swimwear,,
11837,1890,serveware,,1323
8412,8910,serveware,,
15382,2990,brogues,,1495
13427,4690,lighting,,3283
15417,3690,women_swimwear,,
11670,2800,women_swimwear,,
14168,2790,tops,,1395
8418,8910,serveware,,
14854,2580,dresses,,1290
12493,500,,,
15008,1990,sandals,,995
15445,3690,women_swimwear,,
14703,1890,bed_linen,,
12455,2990,women_swimwear,,
10773,4530,women_swimwear,,
12467,3990,women_swimwear,,
15688,2580,tops,,1290
15822,500,gift_cards,,
15333,2630,dresses,,1315
15452,3690,women_swimwear,,
15326,2470,tops,,1235
15164,2330,shoes,,1165
15001,2890,heels,,1445
12461,3740,women_swimwear,,
14742,1840,skirt,,920
15438,3990,women_swimwear,,
15472,2990,dresses,,1495
14623,890,table_linen,,623
15049,1990,skirt,,995
15589,2370,dresses,,1185
15959,2690,dresses,,1345
15973,1990,tops,,995
15479,7940,dresses,,3970
16326,1890,tops,,945
16238,2790,pants,,1674
15727,2790,organisation__storage,,
16366,2490,serveware,,1992
15892,1790,tops,,895
16499,8740,organisation__storage,,
16497,8740,organisation__storage,,
16583,1990,dresses,,1393
16619,1640,dresses,,1148
16556,1940,dresses,,1358
16304,1940,flats,,970
16496,8740,organisation__storage,,
16770,1990,sandals,,995
16763,1990,shoes,,995
16644,2640,dresses,,1320
16377,890,tableware,,
16419,2590,tops,,1554
16879,4290,linens,,
16391,1740,tops,,870
16822,1890,flats,,945
16318,1890,flats,,1512
16829,1890,flats,,945
16885,1840,accessories,,1472
17029,2690,tops,,1614
17191,4690,lighting,,
16941,2490,serveware,,1992
16935,1190,home_decor,,952
16850,2890,brogues,,1445
17172,1890,accessories,,1512
17493,4290,women_swimwear,,
17549,4290,women_swimwear,,
16857,2940,brogues,,2352
17479,3890,women_swimwear,,
17613,4940,women_swimwear,,
17514,3940,women_swimwear,,
17414,1590,barware,,
17341,4290,tops,,2145
17774,2490,dresses,,1245
17442,1390,home_decor,,
18162,2690,pants,,1883
18218,1890,tops,,
17809,2190,skirt,,1752
17813,1190,drinkware,,
17886,1940,tops,,1358
17989,1890,accessories,,
18096,1990,new_arrivals,,
17729,8990,dresses,,
17996,1940,shoes,,1358
18003,1740,organisation__storage,,
18182,690,home_decor,,
18172,1490,accessories,,
17949,2640,tops,,
18032,990,candles,,
18030,890,candles,,
18175,1990,accessories,,
18304,3040,dresses,,
18251,2890,pants,,
18265,2440,tops,,
17928,3290,skirt,,
17914,2890,dresses,,
18176,2290,bags,,
18236,2890,bags,,
18350,2940,dresses,,
18409,1940,flats,,
18430,1690,sandals,,
18385,2890,tops,,
18672,690,accessories,,
18402,1940,flats,,
18673,690,new_arrivals,,
18451,2240,brogues,,
18696,1590,tops,,
18515,1790,accessories,,
18512,1290,accessories,,
18775,2190,tops,,
18782,1940,tops,,
18796,2690,tops,,
18543,2690,pants,,
18706,1490,accessories,,
18708,1190,accessories,,
18707,1490,accessories,,
18709,1490,accessories,,
18985,2790,pants,,
19062,2640,heels,,
18964,2590,skirt,,
18992,3490,dresses,,
18978,2690,dresses,,
19049,790,table_linen,,
19076,1990,flats,,
18833,2290,tops,,
18914,1990,accessories,,
19047,2690,linens,,
19118,2690,bags,,
18814,2290,bags,,
18903,2490,heels,,
19209,2190,tops,,
18875,2490,heels,,
19227,2440,tops,,
18918,1290,cushions,,
19485,2290,dresses,,
19192,2890,bags,,
19492,2290,dresses,,
19036,1890,bed_linen,,
19280,1890,accessories,,
19464,2490,brogues,,
19608,2690,heels,,
19732,2190,tops,,
19615,2290,heels,,
19647,2590,heels,,
19539,2890,serveware,,
18170,1590,accessories,,
14653,2900,pants,,1450
17722,7490,pants,,
18768,2440,dresses,,
18812,2690,brogues,,
19169,2290,tops,,
16984,2390,dresses,,1912
16952,2890,tops,,2312
17184,1690,accessories,,1352
12473,3990,women_swimwear,,
15459,3900,women_swimwear,,
19661,8990,bed_linen,,
19839,2690,dresses,,
17921,2890,pants,,
19134,1890,tops,,
17956,2990,skirt,,
18861,2490,heels,,
19534,3290,dresses,,
19535,1290,organisation__storage,,
14531,3990,wedge,,1995
19568,4490,barware,,
19676,1690,shorts,,
19890,1990,shoes,,
19998,2290,pants,,
20150,2190,tops,,
19669,2490,tops,,
19725,1990,tops,,
20034,2690,dresses,,
19551,2990,bags,,
19711,2290,tops,,
19977,1940,tops,,
20005,2790,pants,,
14971,1490,accessories,,1043
9186,1890,home_decor,,
17439,1290,accessories,,
17231,1890,tops,XL,
14682,9990,bed_linen,,6993
17272,2140,,,
13190,1490,,"M,XL",745
12972,1840,flats,39,920
13499,2340,dresses,XS,
17574,690,skirts_and_bottoms,,
16007,2390,bags,,1673
15184,990,jewelry,,495
13580,2240,pants,S,1568
12550,1690,flats,41,1183
16483,1990,tops,M,1393
12355,2140,,"XS,XXL",1070
11812,1890,,M,945
14523,2240,dresses,XXL,1568
14250,2790,dresses,XS,1674
9017,3570,cushions,,2499
14334,2490,barware,,
10342,3990,tops,XS,1690
16359,990,linens,,
17153,790,new_arrivals,,395
15305,2990,brogues,41,1495
17157,890,cushions,,
11930,1740,belts,,
15171,1290,accessories,,645
16544,1490,accessories,,745
16545,1490,accessories,,745
13740,1540,tops,XL,770
17576,1190,new_arrivals,,
12329,4940,lighting,,3458
14758,3340,dining__entertaining,,2338
17578,1190,new_arrivals,,
12662,3990,scarves,,1995
14257,2190,dresses,M,1095
13769,1740,tops,XXL,870
14882,2990,heels,38,1495
16978,2440,tops,XS,
12607,1890,skirt,S,1134
12013,990,drinkware,,743
14340,1290,accessories,,774
16297,1990,shoes,"37,40",1393
18020,2790,heels,38,
14516,2690,dresses,XXL,1345
15998,1690,accessories,,845
16210,1290,accessories,,774
17178,1490,accessories,,894
12406,2240,jewelry,,1120
15987,2140,,"36,37,38",1070
17287,1990,flats,"37,38",995
14041,1690,tops,,845
16252,2290,skirt,,1145
15189,1490,accessories,,1043
15190,1490,accessories,,745
15920,1990,dresses,,995
15603,1940,tops,,970
14471,1990,accessories,,995
14470,1990,accessories,,1194
16349,1790,accessories,,895
17179,1490,accessories,,745
17201,690,table_linen,,
19465,1790,tops,,
16340,2690,dresses,,1345
15298,1860,flats,,930
16686,1790,skirt,,895
15239,2890,heels,,1445
18005,1740,organisation__storage,,
13797,2290,pants,,1145
18614,1740,skirt,,
15025,3290,bags,,2303
17419,2640,bags,,
16347,2290,flats,,1145
17175,1790,accessories,,1432
18753,3490,bags,,
14342,1640,accessories,,820
17383,1790,tops,,
16728,2490,dresses,,1245
17420,2590,bags,,
15934,2950,dresses,,1475
14702,1940,shoes,,
15077,2390,dresses,,
17365,3790,home,,
12615,1890,serveware,,
16966,3490,dresses,,2792
16930,2640,bags,,2112
17822,1890,accessories,,1323
16931,2790,bags,,
15317,9990,bed_linen,,6993
13468,890,jewelry,,445
17694,4990,new_arrivals,,
16286,1490,organisation__storage,,
16363,890,table_linen,,
16707,2340,dresses,,1170
13428,3490,drinkware,,2443
14719,3690,bed_linen,,
10743,3320,women_swimwear,,
12425,4480,women_swimwear,,
10824,3990,women_swimwear,,
13144,490,organisation__storage,,343
12443,2900,women_swimwear,,
8417,8910,tableware,,
14271,2440,pants,,1220
15493,3420,dresses,,1710
11781,2950,women_swimwear,,
11676,3700,women_swimwear,,
11767,2990,women_swimwear,,
15486,2990,dresses,,1495
12437,3320,women_swimwear,,
10818,4740,women_swimwear,,
15507,1790,tops,,895
14693,1680,bed_linen,,
15347,3850,women_swimwear,,
14861,2790,pants,,1395
15383,3990,women_swimwear,,
15143,2540,flats,,1270
15431,4480,women_swimwear,,
14367,2140,accessories,,1070
15022,1940,accessories,,970
15194,2990,skirt,,1495
15274,1910,flats,,955
15780,5800,women_swimwear,,
15773,5800,women_swimwear,,
14761,1790,serveware,,1253
15766,5990,women_swimwear,,
15466,4480,women_swimwear,,
15941,2630,dresses,,1315
15927,1990,dresses,,995
16253,1290,accessories,,
16158,1890,nightwear,,945
16384,1890,tops,,945
16500,5240,table_linen,,
16454,1990,tops,,995
16665,2890,pants,,1734
15899,2140,tops,,1070
16493,8740,organisation__storage,,
16498,8740,organisation__storage,,
16495,8740,organisation__storage,,
16283,1940,serveware,,1552
16287,1690,serveware,,
16658,2390,dresses,,1195
16412,1940,tops,,970
16815,2990,heels,,2392
17155,890,cushions,,
17173,1790,accessories,,1432
16883,2290,accessories,,1832
16775,1190,candles,,833
16777,2240,home_decor,,
17092,2690,dresses,,1883
16938,2490,serveware,,1992
16936,1890,serveware,,1512
16943,2490,serveware,,1992
17141,2790,dresses,,1674
16488,2290,drinkware,,
17528,3790,women_swimwear,,
17159,890,linens,,
17252,1790,tops,,1432
16973,3490,dresses,,1745
17507,4690,women_swimwear,,
17535,3790,women_swimwear,,
17171,1890,accessories,,1512
17181,1190,accessories,,952
17245,1940,tops,,1552
17315,2290,tops,,1832
17325,1690,serveware,,
17620,4940,women_swimwear,,
17570,2240,tops,,1792
17334,3490,dresses,,1745
17641,2490,heels,,
17154,8990,bed_linen,,
17767,2790,dresses,,1953
17818,1190,linens,,
17985,1940,accessories,,
18002,1940,organisation__storage,,
18040,1890,shoes,,1323
17736,6490,tops,,
17815,990,tableware,,
17837,2840,brogues,,1988
17987,1990,accessories,,
18000,1490,new_arrivals,,
18106,2590,tops,,
18181,740,home_decor,,
17701,6490,tops,,
18047,1940,sandals,,1358
17821,1940,accessories,,
17963,3690,dresses,,
17865,2890,dresses,,
17970,3290,tops,,
18028,890,candles,,
18029,890,candles,,
18326,5290,dresses,,
18232,1490,tops,,
18068,2440,heels,,
18325,1940,tops,,
18318,2690,dresses,,
18311,1890,tops,,
17676,3490,dresses,,
18178,2290,bags,,
18233,1190,cushions,,
18295,1990,flats,,
18466,500,gift_cards,,
18371,2490,tops,,
18392,2690,pants,,
18508,2290,tops,,
18473,2790,pants,,
18501,2690,dresses,,
18675,3290,bags,,
18458,2190,flats,,
18689,1890,tops,,
18729,2240,heels,,
18514,1990,accessories,,
18761,2390,dresses,,
18789,1940,tops,,
18737,2840,heels,,
18915,990,linens,,
18715,1890,serveware,,
18971,2290,tops,,
18713,1890,serveware,,
18957,2790,pants,,
19006,2440,tops,,
18710,990,serveware,,
18656,2940,nightwear,,
18663,2490,nightwear,,
19054,1490,table_linen,,
18649,3290,nightwear,,
18936,2290,tops,,
18921,1590,accessories,,
19097,1890,shoes,,1323
19241,2240,dresses,,
19262,1990,pants,,
19191,2990,bags,,
19415,1690,shorts,,
19443,1890,tops,,
18919,1290,cushions,,
19478,1890,tops,,
19083,2740,heels,,
19282,1790,accessories,,
19662,8990,bed_linen,,
19457,2290,brogues,,
19547,1790,accessories,,
19202,2490,heels,,
19569,2890,organisation__storage,,
19832,2840,dresses,,
17113,2140,dresses,,1712
19113,1690,new_arrivals,,
19190,2840,dresses,,
18465,2490,heels,,
10767,4530,women_swimwear,,
15375,3690,women_swimwear,,
16959,3290,dresses,,2632
17708,8990,tops,,
18536,2490,pants,,
19052,1190,table_linen,,
18134,2690,dresses,,
19183,2690,pants,,
17390,1890,tops,,1512
13705,1890,nightwear,,945
18423,1790,shoes,,
19276,2940,dresses,,
19422,2190,dresses,,
19601,2690,heels,,
19513,1940,tops,,
19747,1690,accessories,,
20221,2240,flats,,
19704,2390,dresses,,
19970,2890,dresses,,
20041,2190,tops,,
19090,1890,flats,,
20136,1940,tops,,
19749,1490,accessories,,
19794,2490,bags,,
19897,1890,shoes,,
20157,2490,dresses,,
13000,1740,sandals,"37,41",870
14554,1640,accessories,,984
14695,1790,flats,41,
13339,1940,drinkware,,1164
14339,1790,accessories,,1253
8374,880,drinkware,,
14811,2380,heels,40,1666
15719,3420,dresses,"L,M,S,XL,XS,XXL",2052
14615,1740,table_linen,,
15810,2490,cushions,,
14762,1590,,,1113
12048,1490,,XL,745
17369,4490,new,,
11818,2240,pants,"S,XL",690
12828,2640,brogues,38,1320
13343,2290,flats,40,1253
14804,1960,sandals,39,980
13099,1790,flats,37,1253
14970,990,accessories,,693
14789,1540,home_decor,,
13853,2950,heels,37,1475
14597,2490,dresses,L,
13876,2490,skirt,XXL,1245
13691,1640,tops,L,820
15788,2370,skirt,"XS,S,M",1185
15596,1990,,S,995
12986,1840,flats,39,1104
13998,1840,flats,41,920
14772,1140,serveware,,
8497,890,organisation__storage,,
12078,1990,dining__entertaining,,1393
13712,2290,,XL,1145
15659,2640,pants,XL,1320
17575,690,skirts_and_bottoms,,
13622,1890,tops,XL,945
13232,2190,,L,1095
13995,1590,jewelry,,795
15680,1940,,XS,970
14875,2330,brogues,40,1165
14469,1490,,,1043
14140,2790,wedge,39,1953
13126,2290,skirt,XS,1374
15136,1550,shoes,41,1085
15403,3900,women_swimwear,"XS,S,M,L,XL,XXL",
14755,4690,dining__entertaining,,3283
16358,1390,linens,,
14968,990,jewelry,,495
16186,1690,tops,XXL,
15099,1990,nightwear,S,1393
17579,1490,new_arrivals,,
10337,2360,,L,1290
17366,4490,dining__entertaining,,
15787,2490,serveware,,
13846,2800,heels,41,1960
11693,890,table_linen,,623
16374,3290,bags,,
16521,2140,dresses,XS,1070
16267,2640,dresses,XS,1320
18280,1490,new_arrivals,,
17577,1490,new_arrivals,,
18171,1490,accessories,,
14292,2290,tops,XXL,1145
17588,1790,accessories,,
15952,1390,linens,,
15712,2630,tops,S,1841
15253,1910,flats,38,955
15942,2790,heels,40,1953
15313,1390,home_decor,,973
14358,990,cushions,,693
16771,2290,bags,,
16086,1940,shoes,40,970
18819,4940,women_swimwear,,
11702,2890,brogues,39,2023
17174,1790,accessories,,
15568,2890,tops,XL,1445
15610,2440,dresses,XXL,1220
14840,1940,skirt,"XS,XXL",970
16137,1990,tops,XS,995
17662,2590,dresses,S,1295
16908,1690,,39,1014
14833,2990,brogues,"36,37,38",1495
15980,2220,,"36,37,38,39,40,41",1110
16370,1940,serveware,,
16915,1940,sandals,"37,38,39,41",970
17424,1940,flats,"36,37,38,39",
17648,1890,flats,"36,37,38,39",1134
16901,1690,,"37,38",1014
16929,2440,heels,"37,38,39,40,41",1464
17634,2840,heels,"37,38,39,40,41",
16922,1690,sandals,"36,37,38,39,41",
17301,1890,,"36,37,38,39,40,41",
16637,1640,dresses,,
18297,4290,new_arrivals,,
16151,2440,tops,,1220
17412,1190,drinkware,,
17418,1490,organisation__storage,,
12529,2440,heels,,1708
17078,1940,skirt,,970
16311,1840,sandals,,920
16165,1740,nightwear,,870
16319,3290,bags,,1645
16361,740,table_linen,,
16042,1960,flats,,980
16375,2490,cushions,,
16288,1290,serveware,,
16776,1190,candles,,833
17368,4490,home,,
18628,1490,tops,,
15728,2790,organisation__storage,,
17043,1790,tops,,895
16476,1940,tops,,970
16485,1740,accessories,,
17355,2290,dresses,,1832
17196,990,cushions,,
19537,2890,home_decor,,
16373,2640,bags,,
14481,2790,tops,,1395
13932,2440,jewelry,,1220
16886,1640,accessories,,1312
17180,1490,accessories,,1192
17022,2490,dresses,,1245
17266,2140,tops,,1070
15666,2630,tops,,1315
15624,2890,dresses,,2023
14774,1140,serveware,,
16785,1990,tops,,995
18004,1940,organisation__storage,,
19255,2290,tops,,
17451,2490,dresses,,
16795,2640,bags,,1320
17413,1940,serveware,,
18712,990,serveware,,
16369,1890,serveware,,
15819,1190,table_linen,,
16360,740,table_linen,,
16592,1840,dresses,,1288
15340,1940,tops,,970
4230,1900,cushions,,
8416,8910,tableware,,
12490,500,,,
12491,500,,,
10755,3990,women_swimwear,,
12492,500,,,
12431,4480,women_swimwear,,
15645,1940,tops,,970
10749,3990,women_swimwear,,
15424,3690,women_swimwear,,
15561,2470,skirt,,1235
15829,4290,women_swimwear,,
15042,2630,tops,,1315
15354,3850,women_swimwear,,
14674,1940,skirt,,970
14847,2260,pants,,1130
15687,2540,skirt,,1270
15193,2240,accessories,,1120
13733,1630,tops,,815
14945,1840,skirt,,920
15803,1890,skirt,,945
14749,1790,skirt,,895
15410,3690,women_swimwear,,
15390,3990,women_swimwear,,
15850,2470,pants,,1235
15179,2690,accessories,,1345
11701,1740,serveware,,1218
15913,2420,shorts,,1210
16035,1860,flats,,930
16072,1630,accessories,,
16130,1730,tops,,865
16172,1590,nightwear,,795
16350,1790,accessories,,895
16468,2440,tops,,1220
16461,1940,tops,,970
16528,1890,tops,,1512
16368,1440,serveware,,1152
16507,2240,dresses,,1568
16433,2790,tops,,1674
16063,2140,shoes,,1070
16491,8740,organisation__storage,,
16070,2140,flats,,1070
16492,8740,organisation__storage,,
16742,1990,sandals,,995
15208,2490,tops,,1245
16282,2490,serveware,,
16679,2540,pants,,1270
16880,4290,linens,,
16398,1890,tops,,945
16884,2140,accessories,,1712
17099,1990,tops,,1393
17064,2290,dresses,,1145
17071,2690,dresses,,1345
17057,2740,dresses,,2192
17085,2340,tops,,1170
17148,1790,tops,,1432
16940,2190,serveware,,1752
16937,1890,serveware,,1512
16939,2490,serveware,,1992
16489,990,home_decor,,
16487,1890,drinkware,,
16490,1190,home_decor,,
16934,1190,home_decor,,952
17163,1790,accessories,,
17198,1490,table_linen,,
17259,2290,dresses,,1832
17404,2440,dresses,,1952
17472,4290,women_swimwear,,
17500,4290,women_swimwear,,
17605,500,gift_cards,,
17182,1790,accessories,,
17397,1940,tops,,1552
17440,1490,table_linen,,
17669,2490,dresses,,1992
17417,3240,barware,,
17563,2390,dresses,,1912
16447,2940,tops,,1764
